min_score,max_rent,rent,apt_score
3,681,0,Null
1,681,0,Null
1,681,0,Null
5,682,0,Null
1,682,0,Null
1,682,0,Null
3,683,0,Null
1,684,0,Null
2,684,0,Null
3,684,0,Null
2,684,0,Null
2,684,0,Null
1,685,0,Null
3,685,0,Null
4,686,0,Null
1,686,0,Null
1,686,0,Null
2,686,0,Null
1,686,0,Null
1,687,0,Null
1,687,0,Null
1,687,0,Null
1,687,0,Null
1,688,0,Null
1,688,0,Null
3,688,0,Null
5,689,0,Null
2,689,0,Null
3,689,0,Null
1,690,0,Null
1,691,0,Null
4,691,0,Null
3,691,0,Null
4,691,0,Null
3,691,0,Null
5,691,0,Null
1,692,0,Null
2,692,0,Null
3,692,0,Null
4,692,0,Null
2,692,0,Null
2,693,0,Null
1,693,0,Null
1,693,0,Null
2,693,0,Null
3,694,0,Null
1,694,0,Null
1,695,0,Null
1,695,0,Null
1,695,0,Null
2,695,0,Null
1,696,0,Null
3,696,0,Null
1,696,0,Null
3,696,0,Null
1,696,0,Null
3,697,0,Null
5,698,0,Null
1,698,0,Null
2,698,0,Null
1,698,0,Null
3,699,0,Null
1,699,0,Null
1,700,0,Null
5,700,0,Null
5,700,0,Null
1,700,0,Null
3,700,0,Null
4,701,0,Null
1,701,0,Null
3,701,0,Null
3,701,0,Null
1,701,0,Null
4,702,0,Null
1,702,0,Null
3,703,0,Null
2,704,0,Null
2,704,0,Null
1,704,0,Null
1,705,0,Null
2,706,0,Null
5,706,0,Null
3,706,0,Null
2,707,0,Null
3,708,0,Null
3,708,0,Null
5,708,0,Null
2,709,0,Null
4,709,0,Null
3,709,0,Null
3,711,0,Null
3,711,0,Null
1,711,0,Null
1,712,0,Null
1,712,0,Null
3,712,0,Null
2,712,0,Null
1,712,0,Null
1,713,0,Null
1,713,0,Null
3,714,0,Null
3,714,0,Null
2,714,0,Null
1,714,0,Null
4,714,0,Null
3,714,0,Null
1,715,0,Null
4,716,0,Null
2,716,0,Null
4,717,0,Null
2,717,0,Null
3,717,0,Null
1,718,0,Null
1,718,0,Null
3,718,0,Null
4,719,0,Null
5,720,0,Null
1,720,0,Null
5,721,0,Null
1,721,0,Null
1,721,0,Null
3,722,0,Null
2,722,0,Null
2,722,0,Null
2,722,0,Null
1,722,0,Null
3,723,0,Null
1,723,0,Null
2,723,0,Null
4,723,0,Null
4,723,0,Null
1,723,0,Null
3,724,0,Null
1,724,0,Null
1,724,0,Null
5,725,0,Null
5,725,0,Null
1,725,0,Null
1,726,0,Null
1,727,0,Null
1,727,0,Null
3,727,0,Null
5,727,0,Null
1,728,0,Null
1,728,0,Null
1,728,0,Null
2,728,0,Null
1,729,0,Null
3,729,0,Null
1,729,0,Null
1,729,0,Null
2,729,0,Null
3,730,0,Null
3,730,0,Null
3,730,0,Null
4,730,0,Null
4,731,0,Null
3,731,0,Null
1,732,0,Null
5,732,0,Null
3,733,0,Null
2,733,0,Null
1,733,0,Null
3,733,0,Null
1,733,0,Null
1,734,0,Null
4,734,0,Null
1,735,0,Null
3,735,0,Null
1,735,0,Null
2,735,0,Null
1,735,0,Null
1,735,0,Null
3,736,0,Null
2,738,0,Null
2,738,0,Null
3,738,0,Null
1,738,0,Null
3,738,0,Null
1,738,0,Null
2,738,0,Null
1,739,0,Null
2,739,0,Null
4,739,0,Null
2,740,0,Null
1,741,0,Null
2,741,0,Null
2,741,0,Null
2,741,0,Null
3,742,0,Null
3,742,0,Null
1,742,0,Null
2,742,0,Null
4,742,0,Null
2,742,0,Null
2,742,0,Null
1,743,0,Null
1,743,0,Null
1,743,0,Null
1,744,0,Null
4,744,0,Null
4,744,0,Null
3,745,0,Null
1,746,0,Null
1,746,0,Null
1,747,0,Null
2,747,0,Null
1,747,0,Null
1,747,0,Null
2,747,0,Null
3,748,0,Null
3,748,0,Null
3,748,0,Null
3,749,0,Null
1,749,0,Null
1,750,0,Null
1,750,0,Null
1,750,0,Null
3,751,0,Null
3,752,0,Null
1,752,0,Null
1,753,0,Null
2,753,0,Null
5,753,0,Null
5,755,0,Null
4,755,0,Null
1,755,0,Null
5,755,0,Null
2,756,0,Null
3,756,0,Null
1,756,0,Null
1,756,0,Null
3,757,0,Null
1,758,0,Null
4,758,0,Null
2,758,0,Null
1,758,0,Null
2,759,0,Null
4,759,0,Null
1,759,0,Null
5,759,0,Null
1,759,0,Null
2,761,0,Null
1,761,0,Null
1,763,0,Null
2,763,0,Null
1,763,0,Null
3,764,0,Null
3,764,0,Null
2,764,0,Null
1,765,0,Null
1,766,0,Null
2,766,0,Null
1,767,0,Null
2,767,0,Null
1,768,0,Null
1,768,0,Null
1,768,0,Null
3,769,0,Null
5,769,0,Null
1,769,0,Null
1,770,0,Null
4,770,0,Null
2,771,0,Null
3,771,0,Null
1,772,0,Null
2,772,0,Null
3,773,0,Null
2,774,0,Null
1,774,0,Null
4,774,0,Null
3,775,0,Null
1,775,0,Null
1,776,0,Null
1,776,0,Null
4,776,0,Null
3,777,0,Null
1,778,0,Null
2,778,0,Null
5,778,0,Null
2,778,0,Null
